Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
64056-VAN,Male,79,No,Vancouver,7,6,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,90.45,2117.25,0,30,1076.86,3224.11,Stayed,,
86614-THU,Male,41,No,Thunder Bay,13,19,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,18.8,294.95,0,0,214.05,509,Stayed,,
96661-THU,Female,39,No,Thunder Bay,7,6,,Yes,Yes,No,,,,,,,,,,Month-to-Month,No,Credit Card,26.45,911.6,0,0,1177.71,2089.31,Stayed,,
26661-WIN,Female,19,No,Winnipeg,9,6,,Yes,Yes,No,,,,,,,,,,One Year,No,Credit Card,24.8,615.35,0,0,1006.71,1622.06,Stayed,,
21543-MIS,Male,71,No,Mississauga,3,23,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55,73.55,0,0,36.92,110.47,Churned,Price,Price too high
12382-MON,Male,33,No,Montreal,10,7,,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81,3084.9,0,0,837.9,3922.8,Stayed,,
16051-STJ,Female,60,Yes,St. John's,2,12,Deal 4,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.25,566.5,0,0,105.38,671.88,Stayed,,
34135-KEL,Female,64,Yes,Kelowna,7,14,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105,4026.4,0,0,725.04,4751.44,Churned,Other,Don't know
23324-RIC,Male,34,Yes,Richmond,10,36,,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,19.4,1110.35,0,0,1341.96,2452.31,Stayed,,
75671-REG,Female,34,Yes,Regina,8,13,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.4,80.95,0,0,21.62,102.57,Joined,,
54322-VAN,Female,54,No,Vancouver,11,25,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,108.3,7679.65,36.13,50,2991.6,10685.12,Stayed,,
89326-CAL,Male,61,Yes,Calgary,7,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.3,93.3,0,0,7.99,101.29,Churned,Other,Moved
59998-HAL,Female,58,No,Halifax,7,30,Deal 1,No,,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,54.95,3772.5,0,0,0,3772.5,Stayed,,
11918-MIS,Male,66,No,Mississauga,13,32,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,94.55,3365.4,0,0,715.4,4080.8,Stayed,,
77854-MIS,Female,23,No,Mississauga,13,6,Deal 2,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.8,1021.8,0,0,2006.05,3027.85,Churned,Price,Price too high
61298-CAL,Male,49,No,Calgary,1,20,Deal 4,No,,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,50.75,688.2,32.55,0,0,655.65,Stayed,,
94444-CHA,Female,39,No,Charlottetown,13,21,,No,,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,38.9,664.4,0,0,0,664.4,Stayed,,
74371-BRA,Female,64,No,Brampton,14,14,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79,2576.8,0,0,581.79,3158.59,Stayed,,
29525-CAL,Female,50,Yes,Calgary,9,3,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25,78.25,0,0,0,78.25,Joined,,
95445-STJ,Female,35,No,St. John's,3,10,Deal 5,No,,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.95,248.95,0,10,0,258.95,Churned,Competitor,Competitor offered more data
46791-KEL,Female,33,No,Kelowna,15,1,Deal 4,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,57.75,1282.85,0,0,296.24,1579.09,Stayed,,
86710-TOR,Female,72,No,Toronto,9,14,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,99.7,2967.35,0,80,1308.3,4355.65,Churned,Dissatisfaction,Product dissatisfaction
54923-BRA,Female,36,No,Brampton,9,8,,Yes,Yes,No,,,,,,,,,,One Year,Yes,Credit Card,23.95,1216.35,0,0,2170.05,3386.4,Stayed,,
48692-SAS,Female,18,No,Saskatoon,6,12,,No,,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,60.8,3603.45,0,0,0,3603.45,Stayed,,
33980-SUR,Female,58,No,Surrey,9,29,,No,,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.85,394.1,0,0,0,394.1,Stayed,,
59212-MIS,Male,68,No,Mississauga,11,20,,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,21.25,204.55,0,0,14.94,219.49,Stayed,,
94807-CAL,Female,28,No,Calgary,14,18,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.9,1152.8,0,0,563.08,1715.88,Stayed,,
83082-BRA,Male,41,No,Brampton,1,13,Deal 3,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.05,679,0,0,150.28,829.28,Stayed,,
62725-REG,Male,78,No,Regina,4,25,Deal 3,Yes,Yes,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,24.9,847.8,0,0,103.95,951.75,Stayed,,
94792-CHA,Female,35,Yes,Charlottetown,13,18,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,76.05,5436.45,0,0,667.4,6103.85,Stayed,,
81541-SUR,Female,70,No,Surrey,6,19,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,1043.3,0,0,366.4,1409.7,Stayed,,
38353-SUR,Male,43,Yes,Surrey,12,23,,No,,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,49.35,3515.25,0,100,0,3615.25,Churned,Dissatisfaction,Product dissatisfaction
28520-BRA,Female,27,No,Brampton,13,16,,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.65,2537,0,0,962,3499,Stayed,,
18432-HAL,Female,66,Yes,Halifax,15,25,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,97.95,4917.9,0,0,784.98,5702.88,Stayed,,
94725-CAL,Female,78,No,Calgary,12,32,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.7,3778.1,0,50,186.3,4014.4,Stayed,,
63359-KEL,Male,68,Yes,Kelowna,6,12,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.6,690.25,0,0,1129.26,1819.51,Stayed,,
72188-VAN,Male,66,No,Vancouver,13,19,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-7,79.2,0,0,20.06,99.26,Churned,Competitor,Competitor made better offer
35913-SAS,Female,47,No,Saskatoon,5,17,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,95.2,4285.8,43.95,50,2160.9,6452.75,Stayed,,
18415-VAN,Female,33,Yes,Vancouver,7,36,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.1,19.1,0,0,5.02,24.12,Joined,,
65751-HAM,Female,20,Yes,Hamilton,13,1,Deal 2,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.8,3548.3,0,0,1952.24,5500.54,Stayed,,
65794-CAL,Female,49,Yes,Calgary,5,29,,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,79.15,2531.4,0,20,1042.47,3593.87,Stayed,,
66026-HAM,Male,63,No,Hamilton,5,27,,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,69.5,1752.65,0,0,765,2517.65,Stayed,,
21129-CAL,Female,25,No,Calgary,11,31,Deal 4,No,,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.6,934.8,47.73,0,0,887.07,Stayed,,
87616-WHI,Female,19,No,Whitehorse,4,12,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.4,2979.3,0,0,1482.56,4461.86,Stayed,,
35635-WIN,Female,26,Yes,Winnipeg,10,5,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20.4,20.4,0,0,17.81,38.21,Joined,,
59558-TOR,Female,37,No,Toronto,9,20,Deal 4,No,,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95,810.2,0,0,0,810.2,Churned,Other,Don't know
67752-TOR,Female,28,No,Toronto,0,24,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.3,45.3,0,0,47.36,92.66,Joined,,
69664-BRA,Male,37,No,Brampton,3,35,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.55,1086.75,0,0,1476.96,2563.71,Stayed,,
46061-VAN,Female,71,No,Vancouver,13,24,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.65,1285.05,0,0,567.6,1852.65,Stayed,,
33720-MCT,Female,84,Yes,Moncton,9,24,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.05,4367.35,0,100,1856,6323.35,Churned,Competitor,Competitor made better offer
16805-MIS,Male,54,No,Mississauga,9,8,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.1,5067.45,0,0,475.68,5543.13,Stayed,,
77732-SUR,Male,27,Yes,Surrey,14,31,,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.35,1354.4,0,0,1640.16,2994.56,Stayed,,
74691-HAL,Female,43,No,Halifax,7,22,Deal 1,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,76.95,5289.8,0,0,1278.2,6568,Stayed,,
13361-MIS,Female,59,No,Mississauga,10,6,Deal 4,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,No,One Year,No,Credit Card,55.2,864.55,0,80,24.45,969,Stayed,,
68185-KEL,Female,28,Yes,Kelowna,3,12,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.65,1672.1,0,0,659.26,2331.36,Stayed,,
95617-STJ,Female,68,No,St. John's,14,26,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,44.45,44.45,0,0,48.31,92.76,Churned,Attitude,Attitude of service provider
21575-STJ,Female,66,No,St. John's,10,12,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.95,2291.2,0,0,1191.5,3482.7,Churned,Competitor,Competitor made better offer
53371-KEL,Male,43,Yes,Kelowna,8,29,Deal 2,No,,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,43.05,2208.05,0,0,0,2208.05,Stayed,,
39517-VAN,Male,57,No,Vancouver,13,19,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.3,28.3,0,0,31.58,59.88,Churned,Price,Long distance charges
33304-KEL,Female,58,No,Kelowna,0,32,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.95,2524.45,0,0,52.7,2577.15,Churned,Competitor,Competitor made better offer
93332-SUR,Female,35,Yes,Surrey,0,23,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,74.65,966.25,0,0,554.06,1520.31,Stayed,,
84331-THU,Female,56,Yes,Thunder Bay,4,35,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.55,5124.55,0,0,358.14,5482.69,Churned,Competitor,Competitor made better offer
97402-SUR,Female,24,Yes,Surrey,13,8,,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55,340.4,0,0,225.42,565.82,Stayed,,
38695-MON,Female,19,No,Montreal,12,1,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.4,4904.2,0,0,269.56,5173.76,Stayed,,
24453-MIS,Female,20,No,Mississauga,12,3,Deal 3,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,61.05,2018.4,0,0,524.37,2542.77,Stayed,,
18036-CAL,Male,34,No,Calgary,8,13,,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.5,50.5,0,0,39.58,90.08,Churned,Competitor,Competitor made better offer
57571-CAL,Female,34,Yes,Calgary,1,4,Deal 3,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,25.1,789.55,15.41,0,1416.3,2190.44,Stayed,,
72055-SAS,Male,54,Yes,Saskatoon,5,29,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.2,7878.3,0,0,2527.92,10406.22,Stayed,,
29435-OTT,Female,28,Yes,Ottawa,8,36,Deal 3,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.45,1614.05,0,0,1057.44,2671.49,Stayed,,
78614-RIC,Female,35,Yes,Richmond,15,26,Deal 1,No,,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,58.65,4145.25,0,0,0,4145.25,Stayed,,
42661-CHA,Male,73,Yes,Charlottetown,3,5,,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,25,1501.75,0,0,1167.54,2669.29,Stayed,,
51587-HAL,Female,57,No,Halifax,15,7,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.55,1415.55,0,0,517.58,1933.13,Churned,Dissatisfaction,Service dissatisfaction
16794-WIN,Male,47,No,Winnipeg,9,3,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.7,19.7,0,0,1.91,21.61,Churned,Attitude,Attitude of service provider
23352-WHI,Female,21,No,Whitehorse,7,10,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,104.3,6725.3,0,70,856.05,7651.35,Stayed,,
59873-MCT,Female,53,Yes,Moncton,10,23,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,81.85,1810.85,0,0,131.1,1941.95,Stayed,,
23381-HAL,Female,61,No,Halifax,12,36,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,79.55,0,0,5.1,84.65,Churned,Price,Price too high
34599-TOR,Female,20,No,Toronto,2,4,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Mailed Check,20.85,892.15,0,0,1808.55,2700.7,Stayed,,
93155-SUR,Male,54,No,Surrey,2,9,Deal 3,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.45,1440.75,0,0,569.04,2009.79,Stayed,,
55169-CAL,Female,59,No,Calgary,9,31,Deal 4,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.6,1156.35,0,0,197.46,1353.81,Stayed,,
55609-MCT,Female,36,No,Moncton,10,29,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20,1209.25,0,0,2954.7,4163.95,Stayed,,
92106-CHA,Female,41,No,Charlottetown,14,9,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,92.75,0,0,158.9,251.65,Stayed,,
91972-WHI,Female,19,No,Whitehorse,15,8,Deal 5,No,,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.45,161.45,0,0,0,161.45,Stayed,,
18329-HAM,Female,26,Yes,Hamilton,8,18,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,-4,1185.95,0,0,1083.44,2269.39,Stayed,,
47223-TOR,Female,25,No,Toronto,4,19,Deal 1,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,65.55,4361.55,0,40,3332.58,7734.13,Stayed,,
68060-VAN,Female,21,Yes,Vancouver,10,8,Deal 4,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.25,612.1,0,0,562.56,1174.66,Stayed,,
13442-CAL,Female,59,Yes,Calgary,13,8,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.45,5623.7,0,30,2325.78,7979.48,Stayed,,
47841-SAS,Male,61,No,Saskatoon,9,23,,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,55.7,55.7,0,0,48.22,103.92,Churned,Dissatisfaction,Product dissatisfaction
51961-MCT,Male,47,No,Moncton,9,25,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.95,123.05,0,0,73.92,196.97,Joined,,
94042-MIS,Female,75,No,Mississauga,0,20,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,83.25,308.05,39.93,0,57.36,325.48,Stayed,,
71883-OTT,Male,38,No,Ottawa,13,3,,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.45,6227.5,0,0,2242.8,8470.3,Stayed,,
27812-CAL,Male,44,Yes,Calgary,13,14,Deal 5,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.2,216.9,0,0,36.55,253.45,Churned,Competitor,Competitor offered more data
97043-KEL,Male,21,No,Kelowna,6,2,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.2,2032.3,23.79,0,459.08,2467.59,Stayed,,
25634-KEL,Male,27,No,Kelowna,1,15,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,96.6,2684.35,0,0,939.96,3624.31,Stayed,,
26279-STJ,Female,55,No,St. John's,8,9,,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,85.35,2530.4,0,20,1290.3,3840.7,Churned,Competitor,Competitor made better offer
48489-CAL,Female,62,Yes,Calgary,15,28,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70,2416.1,11,0,158.44,2563.54,Churned,Competitor,Competitor offered more data
23632-HAM,Female,37,Yes,Hamilton,2,16,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,97.1,184.15,0,0,78.7,262.85,Joined,,
59905-WIN,Female,72,No,Winnipeg,5,36,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,78.85,1043.8,0,50,672.14,1765.94,Stayed,,
64246-SAS,Female,72,Yes,Saskatoon,7,35,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.75,6383.35,0,0,440.82,6824.17,Churned,Competitor,Competitor had better devices
98279-SAS,Female,72,Yes,Saskatoon,1,20,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,5485.5,0,0,2086.08,7571.58,Churned,Competitor,Competitor had better devices
75707-VAN,Male,28,Yes,Vancouver,2,16,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.15,341.35,0,0,616.8,958.15,Stayed,,
15412-SUR,Female,48,No,Surrey,10,15,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117.15,8529.5,0,0,1792.08,10321.58,Stayed,,
38920-SUR,Female,50,No,Surrey,8,7,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.85,43.85,0,10,15.9,69.75,Joined,,
94275-MON,Female,25,No,Montreal,8,32,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.8,4872.45,0,130,2300.06,7302.51,Churned,Attitude,Attitude of support person
41985-MON,Female,52,Yes,Montreal,4,31,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,26.3,1688.9,0,0,974.18,2663.08,Stayed,,
75748-CAL,Male,41,No,Calgary,8,17,Deal 4,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.9,716.1,0,0,149.16,865.26,Stayed,,
34756-SUR,Male,54,Yes,Surrey,8,13,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0,0,15.92,86.22,Churned,Dissatisfaction,Service dissatisfaction
51597-CHA,Female,26,Yes,Charlottetown,10,18,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.9,19.9,0,0,1.5,21.4,Joined,,
79546-VAN,Male,51,Yes,Vancouver,10,35,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,114.35,5791.1,0,10,990,6791.1,Stayed,,
35571-WIN,Male,30,Yes,Winnipeg,1,11,,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,83.55,6093.3,0,90,1527.12,7710.42,Stayed,,
88107-KEL,Female,58,No,Kelowna,10,34,,No,,Yes,DSL,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,30.55,30.55,0,40,0,70.55,Joined,,
22700-MIS,Female,43,Yes,Mississauga,15,1,,No,,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.5,1423.05,0,0,0,1423.05,Stayed,,
65882-MIS,Female,71,No,Mississauga,8,12,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.75,4323.45,0,0,681.24,5004.69,Churned,Dissatisfaction,Network reliability
15795-CHA,Male,59,Yes,Charlottetown,10,20,,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.25,2344.5,1.99,0,900.86,3243.37,Stayed,,
72130-KEL,Female,80,No,Kelowna,11,24,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,6418.9,0,0,1089.76,7508.66,Churned,Attitude,Attitude of service provider
79418-MCT,Female,20,No,Moncton,4,1,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,89.35,1686.85,0,0,701.48,2388.33,Stayed,,
37517-STJ,Female,54,Yes,St. John's,13,36,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,79.2,5420.65,0,0,1487.64,6908.29,Stayed,,
55493-CHA,Female,42,Yes,Charlottetown,6,21,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,150.6,0,0,290.99,441.59,Stayed,,
11251-WIN,Female,51,No,Windsor,1,19,,Yes,Yes,No,,,,,,,,,,One Year,No,Bank Withdrawal,25.2,245.15,0,0,20.57,265.72,Stayed,,
84559-KEL,Female,19,No,Kelowna,2,5,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.6,4759.85,0,0,553.84,5313.69,Churned,Competitor,Competitor made better offer
54321-CAL,Male,33,Yes,Calgary,2,22,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.4,215.8,0,0,71.46,287.26,Churned,Other,Don't know
84579-THU,Male,31,No,Thunder Bay,5,6,Deal 2,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,59.5,3389.25,0,0,1990.8,5380.05,Stayed,,
72294-KEL,Female,24,No,Kelowna,1,2,,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.25,2139.2,0,0,323.2,2462.4,Churned,Competitor,Competitor made better offer
68932-STJ,Female,64,Yes,St. John's,1,17,Deal 2,No,,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,51.25,2151.6,0,0,0,2151.6,Stayed,,
